user_id,ticker,event_type,interaction_weight,timestamp
U00043,FAS039,buy,4.0,2023-07-12
U00043,FAS020,buy,4.0,2023-11-20
U00043,FAS049,view,1.0,2023-12-21
U00043,FAS022,buy,4.0,2023-12-25
U00043,FAS040,buy,4.0,2024-06-01
U00043,FAS032,buy,4.0,2024-07-13
U00043,FAS060,view,1.0,2024-08-05
U00043,FAS012,watchlist,2.0,2024-10-13
U00044,FAS025,view,1.0,2022-03-08
U00044,FAS033,view,1.0,2022-03-24
U00044,FAS012,buy,4.0,2023-01-23
U00044,FAS046,watchlist,2.0,2023-02-04
U00044,FAS039,view,1.0,2023-11-03
U00044,FAS009,view,1.0,2023-12-08
U00044,FAS052,buy,4.0,2024-01-11
U00044,FAS042,watchlist,2.0,2024-04-05
U00045,FAS024,view,1.0,2022-03-01
U00045,FAS038,watchlist,2.0,2022-08-10
U00045,FAS009,watchlist,2.0,2022-09-19
U00045,FAS045,watchlist,2.0,2022-11-07
U00045,FAS050,watchlist,2.0,2022-11-28
U00045,FAS012,watchlist,2.0,2023-06-03
U00045,FAS032,watchlist,2.0,2023-06-09
U00045,FAS057,watchlist,2.0,2023-09-23
U00045,FAS031,view,1.0,2024-02-20
U00045,FAS049,watchlist,2.0,2024-03-18
U00045,FAS020,watchlist,2.0,2024-04-13
U00046,FAS005,buy,4.0,2022-06-22
U00046,FAS022,buy,4.0,2022-06-27
U00046,FAS060,view,1.0,2022-12-12
U00046,FAS011,watchlist,2.0,2023-03-23
U00046,FAS029,view,1.0,2023-04-21
U00046,FAS009,watchlist,2.0,2023-05-30
U00046,FAS033,watchlist,2.0,2023-07-16
U00046,FAS057,view,1.0,2023-08-22
U00046,FAS056,watchlist,2.0,2023-12-29
U00046,FAS004,view,1.0,2024-01-03
U00046,FAS051,buy,4.0,2024-01-26
U00046,FAS021,watchlist,2.0,2024-03-02
U00046,FAS024,buy,4.0,2024-03-20
U00046,FAS059,view,1.0,2024-05-01
U00046,FAS054,buy,4.0,2024-05-06
U00046,FAS026,view,1.0,2024-05-20
U00047,FAS001,watchlist,2.0,2022-10-17
U00047,FAS002,watchlist,2.0,2022-11-23
U00047,FAS051,view,1.0,2022-11-29
U00047,FAS035,view,1.0,2022-12-25
U00047,FAS047,watchlist,2.0,2023-02-13
U00047,FAS045,buy,4.0,2023-02-19
U00047,FAS033,view,1.0,2023-03-01
U00047,FAS019,view,1.0,2023-04-29
U00047,FAS010,view,1.0,2023-05-14
U00047,FAS026,buy,4.0,2023-05-24
U00047,FAS039,buy,4.0,2023-07-29
U00047,FAS009,buy,4.0,2023-08-22
U00047,FAS036,buy,4.0,2023-09-21
U00047,FAS055,view,1.0,2023-12-13
U00047,FAS025,watchlist,2.0,2023-12-22
U00047,FAS022,view,1.0,2024-02-29
U00048,FAS036,watchlist,2.0,2022-06-12
U00048,FAS012,buy,4.0,2022-06-18
U00048,FAS051,buy,4.0,2022-08-26
U00048,FAS022,view,1.0,2023-04-01
U00048,FAS039,buy,4.0,2023-06-01
U00048,FAS017,watchlist,2.0,2023-06-22
U00048,FAS008,view,1.0,2023-10-12
U00048,FAS048,watchlist,2.0,2023-10-31
U00048,FAS044,watchlist,2.0,2023-12-19
U00048,FAS055,view,1.0,2024-02-23
U00048,FAS014,buy,4.0,2024-03-06
U00048,FAS006,view,1.0,2024-06-19
U00048,FAS038,buy,4.0,2024-07-29
U00048,FAS033,watchlist,2.0,2024-10-29
U00049,FAS023,view,1.0,2022-08-03
U00049,FAS057,buy,4.0,2022-09-21
U00049,FAS050,watchlist,2.0,2022-11-08
U00049,FAS009,buy,4.0,2022-12-24
U00049,FAS007,watchlist,2.0,2023-01-16
U00049,FAS041,buy,4.0,2023-04-01
U00049,FAS032,buy,4.0,2023-09-18
U00049,FAS016,watchlist,2.0,2023-10-03
U00049,FAS010,watchlist,2.0,2024-03-31
U00049,FAS038,view,1.0,2024-04-27
U00049,FAS022,view,1.0,2024-08-31
U00049,FAS060,buy,4.0,2024-10-08
U00049,FAS017,buy,4.0,2024-10-24
U00050,FAS023,buy,4.0,2022-02-04
U00050,FAS053,watchlist,2.0,2022-03-12
U00050,FAS009,view,1.0,2022-06-11
U00050,FAS020,buy,4.0,2022-08-16
U00050,FAS026,view,1.0,2022-08-22
U00050,FAS044,view,1.0,2022-10-06
U00050,FAS017,view,1.0,2022-12-05
U00050,FAS054,buy,4.0,2023-02-04
U00050,FAS041,buy,4.0,2023-03-09
U00050,FAS037,view,1.0,2023-04-14
U00050,FAS040,watchlist,2.0,2023-04-29
U00050,FAS035,watchlist,2.0,2023-06-19
U00050,FAS039,buy,4.0,2023-07-17
U00050,FAS008,watchlist,2.0,2023-07-22
U00050,FAS018,view,1.0,2023-11-29
U00050,FAS015,watchlist,2.0,2024-02-03
U00051,FAS041,view,1.0,2022-02-12
U00051,FAS039,view,1.0,2022-07-05
U00051,FAS018,watchlist,2.0,2022-09-15
U00051,FAS049,buy,4.0,2023-09-04
U00051,FAS052,watchlist,2.0,2023-11-04
U00051,FAS010,watchlist,2.0,2024-03-27
U00051,FAS029,view,1.0,2024-04-17
U00051,FAS058,buy,4.0,2024-04-22
U00051,FAS009,buy,4.0,2024-05-13
U00052,FAS041,watchlist,2.0,2022-01-08
U00052,FAS038,watchlist,2.0,2022-04-10
U00052,FAS058,view,1.0,2022-05-18
U00052,FAS056,watchlist,2.0,2022-09-11
U00052,FAS059,view,1.0,2022-10-17
U00052,FAS004,buy,4.0,2022-12-12
U00052,FAS032,watchlist,2.0,2023-03-19
U00052,FAS048,view,1.0,2023-04-17
U00052,FAS025,buy,4.0,2023-06-21
U00052,FAS006,view,1.0,2023-11-03
U00053,FAS006,watchlist,2.0,2022-03-29
U00053,FAS035,view,1.0,2022-04-29
U00053,FAS046,buy,4.0,2022-05-15
U00053,FAS044,buy,4.0,2022-09-28
